Number,System,Instruction,Input,Expected Output,Generated Output,Match
232,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: The combined effects of climate change, hydropower development and other human interventions have exacerbated water security problems and social injustice",high,medium,False
233,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Macroalgae and seagrass are generally expanding in the Arctic,high,medium,False
234,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Despite large-scale environmental changes in the Southern Ocean, such as the deepening of the summer mixed layer (medium confidence) (Panassa et al., 2018; Sallée et al., 2021), and the expected impacts via altered nutrient entrainment, light availability and grazer encounter rates (Chapter 3) (Behrenfeld and Boss, 2014; Llort et al., 2019), assessments indicated no consistent changes in primary production at the circumpolar scale, as sectors and regions show different trends",high,high,True
235,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Primary productivity has increased in the Pacific sector and decreased in the Atlantic sector and the Ross Sea,high,medium,False
236,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Some global- scale models project increases in potential fishery yields in Arctic Canada (Cheung, 2018; Bindoff et al., 2019; Tai et al., 2019), whereas many observational studies and high-resolution regional projections suggest overall declines in biomass, productivity and yield associated with warming and loss of sea ice in multiple regions such as the Bering Sea",medium,high,False
237,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Climate change has increased risks to, and demand for, polar tourism experiences with the development of a ‘last chance tourism market’",medium,high,False
238,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Climate hazards create risks to transportation sectors with consequences for economic development,medium,high,False
239,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Permafrost thaw, sea-level rise and reduced sea ice protection also presents the potential for the introduction and propagation of invasive species (Chan et al., 2019; Rosenhaim et al., 2019), and sovereignty tensions with implications for global geopolitics (Drewniak et al., 2018)",high,medium,False
240,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: While strong mitigation efforts are fundamental to minimising future climate impacts on forests, forest management can be improved in many places in support of enhancing the resilience of tropical forests, often with significant co-benefits for carbon storage, biodiversity, food security and ecosystem services",high,medium,False
241,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Maximising tropical forest extent has well-described benefits in mitigating CO2 emissions and in the role of forests regulating global climate,high,high,True
242,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Climate variability and extremes are associated with increased prevalence of conflict, with more consistent evidence for low- intensity organised violence than for major armed conflict. Compared with other socioeconomic drivers, the link is relatively weak and conditional on high population size, low socioeconomic development, high political marginalisation and high agricultural dependence",high,medium,False
243,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Literature suggests a larger climate-related influence on the dynamics of conflict than on the likelihood of initial conflict outbreak,medium,high,False
244,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Freshwater ecosystems and their biodiversity are at high risk of biodiversity loss and turnover due to climate change (precipitation change and warming, including warming of water bodies), due to high sensitivity of processes and life histories to thermal conditions and water quality (Chapter 2)",high,high,True
245,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Without effective adaptation measures, regions with high dependence on climate-sensitive livelihoods—particularly agriculture and fisheries in the tropics and coastal regions—would be severely impacted even at low levels of warming",high,medium,False
246,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Expert elicitation estimates that 4°C warming above pre-industrial levels will have severe and widespread effects on armed conflict with 26% probability, assuming no change from present levels in non- climatic drivers (Mach et al., 2019). That judgement refers to impacts that exceed the threshold for severity considered here, suggesting that global warming of 4°C would produce severe risks to peace under present societal conditions",high,high,True
247,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Droughts, floods and marine heatwaves contribute to reduced food availability and increased food prices, threatening food security, nutrition and livelihoods of millions",high,high,True
248,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Risks to aggregate economic output would become severe at the global scale at high warming (~4.4°C) and minimal adaptation,high,high,True
249,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Informal or individual-led decision-making is more common in food security and livelihood-related adaptations, such as changes to diets, livelihood diversification and seasonal migration",high,medium,False
250,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Climate risks can emerge at different rates and time horizons, and the interactions between risks vary from region to region",high,high,True
251,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Both RKRs and systems are facing substantial (residual) risk, characterised by adaptation limits and sharing heatwaves as the hazard, for which climate change has been considered the major driver of increasing intensity and frequency",medium,high,False
252,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Modelling has shown, however, that the effectiveness of such high-risk interventions declines beyond 2°C of global warming",high,medium,False
253,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Since AR5, recognition of the importance of using integrated adaptation to improve climate risk management across the nexus between many sectors and across regions has increased",medium,high,False
254,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: While there are many possible successful pathways to future development in the context of climate change, history shows that pathways positive for the vast majority of people typically induce significant impacts and costs, especially on marginal and vulnerable people",high,high,True
255,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Synergies between adaptation, mitigation and sustainable development might be promoted by prioritising those CRD strategies most likely to generate synergies",high,medium,False
256,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Globally, low climate change projections, versus higher climate change projections, imply greater mitigation, lower climate risks and less adaptation. This implies greater mitigation trade-offs in terms of overall economic development, food crop prices, energy prices and overall household consumption, but lower climate risk, with sustainable development synergies such as human health and lower adaptation trade-offs, and an uneven distribution of effects",high,medium,False
257,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Urban transitions will be associated with synergies as well as trade-offs with respect to sustainable development,high,medium,False
258,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Addressing climate impacts in isolation is unlikely to achieve equitable, efficient or effective adaptation outcomes",medium,high,False
259,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Although higher levels of poverty, corruption, and economic and social inequalities can increase the risk of negative outcomes, these potential negative effects would be mitigated if inequality impacts were taken into consideration in all stages of policy making",high,medium,False
260,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Stable and predictable carbon-pricing regimes would significantly contribute to fostering financial innovation that can help further accelerate the decarbonisation of the global economy, even in jurisdictions which are more lenient in implementing climate mitigation actions",high,high,True
261,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Climate-resilient futures will depend on recognising the socioeconomic, political and health inequities that often affect Indigenous Peoples (Mapfumo et al., 2016; Ludwig and Poliseli, 2018)",high,high,True
262,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: More integration of government policy and interventions across scales, accompanied by capacity building to accelerate adaptation is needed",high,high,True
263,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: While GDP growth can drive growth in income, it can also drive growth in inequality which can undermine poverty reduction efforts",medium,medium,True
264,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Common indicators of development reflect the significant diversity that exists across different global regions with respect to their development context,high,high,True
265,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Issues associated with natural resource dependency, access to information for decision making, access to human and financial capital, and path dependence of institutions represent barriers that must be overcome if sectors are to support transitions that enable CRD. These challenges are more acute within vulnerable communities or nations where capacity to innovate and invest are constrained and social inequities reinforce the status quo",high,high,True
266,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: At least 18 countries that had Kyoto targets for the first commitment period have had sustained absolute emission reductions for at least a decade from 2005, of which two were countries with economies in transition",high,medium,False
267,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Modelled pathways that are consistent with NDCs announced prior to COP26 until 2030 and assume no increase in ambition thereafter have higher emissions, leading to a median global warming of 2.8 [2.1–3.4] °C by 2100",low,medium,False
268,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: For cities, three broad mitigation strategies have been found to be effective when implemented concurrently: (i) reducing or changing energy and material use towards more sustainable production and consumption; (ii) electrification in combination with switching to low-emission energy sources; and (iii) enhancing carbon uptake and storage in the urban environment, for example through bio-based building materials, permeable surfaces, green roofs, trees, green spaces, rivers, ponds and lakes.",high,high,True
269,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Policies can shift development pathways. There are examples of policies implemented in the pursuit of overall societal development objectives, such as job creation, macroeconomic stability, economic growth, and public health and welfare. In some countries, such policies are framed as part of a Just Transition, however, they can have major influence on mitigative capacity, and hence can be seen as tools to broaden mitigation options",high,high,True
270,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: When aggregate economic benefits from avoided climate change impacts are accounted for, mitigation is a welfare-enhancing strategy",high,high,True
271,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: For most regions, per-capita urban emissions are lower than per-capita national emissions (excluding aviation, shipping and biogenic sources)",very high,medium,False
272,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Advanced biofuels could provide low-carbon jet fuel,medium,medium,True
273,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: The production of synthetic fuels using low-carbon hydrogen with CO2 captured through DACCS/BECCS could provide jet and marine fuels but these options still require demonstration at scale,high,high,True
274,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Building energy codes have proven to be effective if compulsory and combined with other regulatory instruments such as minimum energy performance standard for appliances and equipment, if the performance level is set at the level of the best available technologies in the market",very high,high,False
275,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Complementarity in policies helps in the design of an optimal demand-side policy mix,medium,high,False
